content,score,at
"Ini bug atau apa yah,waktu mau posting foto trus mau tambah lagu, lagunya aneh semua ga ada lagu Indo,trus lagu yang ada di postingan orang jg gak bisa di dengar, tulisan nya ""Audio tidak tersedia""",1,2023-09-22 13:36:40
"Ini kenapa instagram saya bermasalah, setiap mau buat story ,musiknya hanya musik2 luar negri yg gak viral, trus setiap story orang2 ,selalu musik ini tidak tersedia ,ini kenapa😭 udah mau 3mingguan kek gini.. pliiss lah kembalikan seperti dulu",1,2023-09-22 12:55:48
Ini habis diperbarui per September 2023 malah musiknya nggak muncul lagi. Adanya artis indie. Kecewa banget. Musik yang bikin} Instagram lebih menarik padahal,2,2023-09-22 10:36:08
"Ternyata bukan saya aja yg Instagram nya ngebug masalah musik, udah 3 Minggu ini masalah juga belum kelar kelar. Mohon cepat diperbarui agar pengguna tidak kecewa",1,2023-09-22 09:57:10
"Diupdate malah makin gak ngecewain 👎🏻 Mau post foto pake lagu, malah lagu"" yg gak dikenal sama sekali yg keluar. Udah ketik nama dan judul lagu yg di pengen malah gak bisa 👎🏻👎🏻👎🏻",1,2023-09-22 02:20:22
"Akhir akhir ini merasa kecewa banget, Instagram saya tiba² update, tapi anehnya musik nya saya merasa nggak cocok-aneh. Jujur saya lebih nyaman dengan versi sebelumnya. Intinya, tolong kembalikan atau perbaiki instagram seperti versi sebelumnya. Terimakasih 🙏",1,2023-09-22 01:54:30
"Ini kenapa bugnya tetep ada ya, padahal udah update barusan tapi fitur musiknya tetep aja yang muncul lagu2 dari ig doang. Benerin dong jangan update2 mulu bugnya gadibenerin",1,2023-09-22 00:35:19
"Belakangan ini instagram mulai ada banyak bug setelah update dan saya sudah melaporkan beberapa bug yang menurut saya benar-benar mengganggu tapi tidak ada balasan apapun dari pihak instagram, sungguh mengecewakan. edit: semakin mengecewakan, upload postingan vdeo dibawa ke reels, dulu video durasi lebih dari 2 menit dibawa ke reels, sekarang reels malah tidak bisa post video lebih dari 1:30 menit, preview video yang sudah diunggah ke bagian akhir saja tidak bisa, haduh makin hancur",1,2023-09-21 22:34:11
"Serius kecewa sih lihat instagram sekarang lagunya pada gak ada semua, malah yang muncul lagu gajelas semua cari lagu lain juga gak bisa, padahal kemarin masih bisa, mau buat story susah mau pakai lgu karna lagunya pada gak muncul tolong di perbaiki lgi ya, sangat mengganggu kenyamanan penggunaan aplikasi instagram untuk membuat story menggunakan lagu , yang muncul lgu Inggris semua, mau cari lagu Indonesia juga gk ada.....",1,2023-09-21 22:05:52
"Tolong dong!! ini gimana udah lama bangett lho Instagram saya tiba tiba ga ada musik nya. Di story tulisan nya ""musik tidak di temukan"" Semua story orang yang pakai musik, di saya itu tulisan nya "" musik tidak tersedia"" udah segala cara di coba.ga ada yang bisaa.. semua alasan sama, katanya wilayah wilayah. Serumah aja dia aman ig nya, kenapa saya bermasalah? Uninstall berkali kali, logout login, update. Semuanya udah. Makin kesini kenapa sih.. respon dong tolong! Saya harus gimana nih!",1,2023-09-21 21:10:51
"ga tau kenapa fitur musik jadi aneh, malah lagu luar yang bukan bahasa Inggris, terus semisalnya nyari lagu sesuai pencarian malah ga ada makin jelekkk",2,2023-09-21 20:55:34
"Musik di postingan saya tidak muncul dan musik di pencarian di story tidak muncul, padahal mau mencari musik favorit saya jadi sulit, tolong di perbaiki, sudah saya update malah makin jelek!!!.",1,2023-09-21 18:39:24
"kenapa setelah update malah bug, setiap habis foto pake filter ig file nya tidak masuk galeri sudah saya ulang berkali kali tetep gak masuk galeri, mohon perbaiki, siapa sangka malah gak bisa kirim pap comel ke ayang😓",4,2023-09-21 17:50:58
"Kecewa setelah update terbaru, bukan nya makin bagus. Malah bikin kecewa,ketika story mau ku kasih musik yg ku inginkan,dia ga muncul.tau gt gabakalan ku update. Tolong segera perbaiki !!!!",2,2023-09-21 15:49:33
"Lagu populer untuk story ngebug, semua lagu populer hilang untuk story. Tapi kalo upload reels lagunya masih lengkap. Tolong perbaiki bug ini segera 🙏",2,2023-09-21 08:22:57
"sama kaya keluhan komentar yang lain, setiap mau bikin story pake lagu,pas search lagunya kok gak muncul ya?udah update juga yang terbaru Instagram nya tpi hasilnya tetap sama aja gaada,mohon di perbaiki lagi terimakasih🙏",1,2023-09-21 07:50:39
"Heh kuntil, lu kok udah di update malah makin burik? Sebelumnya beberapa sg selalu masuk beranda, kok ini malah beberapa sg engga masuk sama sekali? Seolah olah di privasi. Sedangkan tuh sg untuk publik. Dasar jembut!",1,2023-09-21 06:55:41
"Instagram itu aslinya bagus, cuman ada 1 big yang bikin aku kesel banget, yaitu pas aku udah selesai foto, udah ku simpen. Tapi pas aku buka galery itu nggak ada foto nya, pas aku foto ulang, simpen lagi tetep nggak masuk di galery.. Itu kenapa ya? Mohon cepat di perbaiki.. Soalnya udah dari kemarin sore. Trs pas aku coba uninstall trs dowload lagi, login lagi tetep nggak bisa pas aku foto dan tetep nggak masuk ke galery aku.. Mohon di periksa dan di teliti Dan semoga ig saya bisa di gunakan lgi",2,2023-09-21 05:53:48
"Aplikasi yg bagus, hanya beberapa hari belakangan kenapa lagu tidak ditemukan saat akan membuat story. Tolong segera diperbaiki dong pihak Instagram atau meta. Terimakasih",2,2023-09-20 23:10:51
"Makin kesini makin gajelas, masa terakhir dilihatnya cuma sampe 10 menit doang sih, gak bisa mantau dong aku, lama² males bgt pake IG, balikin dong terakhir dilihatnya jangan diilangin, padahal kita gak privasiin loh, sebeeelll....kembalikan soal aktif 7 jam yang lalu, aktif hari ini & aktif kemarin, biar gak ada keributan, dan gak susah buat saling pantau. Jangan kaya skrang baru aktif 10 menit yang lalu udah berubah jadi nama, gajelas dasar 😏",1,2023-09-20 20:50:54
"Untuk pihak instagram mohon agar bug ""Lagu Tidak Ditemukan"" segera diperbaiki karna para pengguna instagram bnyk yang mengalami bug itu termasuk saya sendiri. Terima Kasih",1,2023-09-20 20:04:45
"Yah sangat bagus sih tapi ada kendala sedikit itu pun hanya di bagian filter, kenapa setiap kita nyimpan filter, entah itu 5-6 hari ketika filter itu di pakai lagi eh kok malah jadi hitam kelam sound nya sih ada tapi gambar nya ituu nggak ada jadi hitam semua.... Jadi mohon di perbaiki secepatnya.Terimakasih😀😀🤗",5,2023-09-20 19:13:40
"Kalo saya buat postingan foto beserta lagu. Lagunya ada sih tapi lagu lagu luar negeri semua. Terus mau ga mau coba dulu 1 lagu baratnya. Bisa sih di posting habis itu ""Audio tidak tersedia"" waduhh kukira cuma saya yang kena bug. Udah buat laporan masalah sama pihak instagram beserta screenshoot.Toh juga tuh nihil gadak perubahan padahal udah 3 minggu bermasalah ig saya 🥲 Instagram sekarang lagi kenapa ya kok banyak banget bugnya.",1,2023-09-20 16:34:29
"Woi developer Instagram kenapa saat mau cari musik untuk di story Instagram,malah gak ada musik yang diinginkan, padahal di akun satunya ada musik yang diinginkan... 😡",2,2023-09-20 16:16:48
Suka Instagram selain fitur filter nya tapi juga music di instastory tp ini kenapa ga bisa digunakan?tolong dong Instagram kenapa musik yang diinginkan tidak tersedia dan hilang sudah hampir semingguan padahal Udah versi terbarunya mohon dong perbaiki kembalikan ke versi sebelumnya kembalikan lagu-lagu saya😔🙏🏻,1,2023-09-20 13:25:36
"Setelah update malah hilang semua lagunya yg untuk story, melihat story temen juga yg ada lagu nya langsung keluar lagu tidak tersedia, ada apa ini instagram? Why??",1,2023-09-20 13:02:50
"Dari update dan sesudah update upload reels gak bisa Mulu, padahal sinyal kenceng. Coba pake wifi juga sama, ini kenapa sih. Makin aneh deh heran. Kemarin yg di story susah, sekarang pindah reels",3,2023-09-20 11:32:05
"Kecewaaaaa, masa di akun first saya tidak bisa mencari musik, yang ada hanya musik musik zaman dulu dan tidak bisa mencari musik kekinian, update yang lebih baik lagi dong! Perbaiki bug nya!",1,2023-09-20 08:14:53
"rada ngeluhin dikit karna fitur musik ga tersedia, udah hapus data, udah uninstall tp tetep aja g ada perubahan. kirain cuma gw doang ternyata banyak yg ngalamin kek gini. sebenernya ga mau ngeluhin sih tp gw udah muak bgt anj mana udah 10 hari lebih, ga nyaman banget aseli",1,2023-09-20 07:35:23
Setahun lalu gw gk bisa upload story. Skrg gk bisa nambahin musik di ig story. Bug mulu ni ig heran. Benerin dong weeehh!! Banyak yg kecewa gara2 aplikasi lu ini!!,1,2023-09-20 06:03:36
"kecewa sama Instagram sekarang, sering banget kalo buka fitur musik di Instagram munculnya malah tulisan ""tidak ada hasil yang ditemukan"", trus sering juga pas buka story' orang² yang ada musiknya malah tulisan musik tidak ada diwilayah anda padahal kan masih wilayah Indonesia juga, sama udah di update versi barunya juga, tolong perbaiki bug",1,2023-09-20 02:31:42
"ini kenapa setelah update bnyak bug seperti catatan ig tmn"" Saya bisa hilang semua cmn beberapa sj yg muncul dan lagu"" Yg kita mau hilang semua tidak muncul dan masih banyak bug yg belum di hilangkan,tolong segera di perbaiki semua bugnya,terimakasih🙏",1,2023-09-20 00:47:59
"Admin tolong dong musik buat insta story sudah tidak bisa di search, pada saat di search muncul pemberitahuan musik tidak tersedia. padahal kemarin baik-baik aja sekarang sudah tidak bisa.",3,2023-09-19 23:00:13
"Fitur Posting Resolusi tinggi tidak bekerja. Saat posting foto atau video jadi terkompres resolusinya menjadi buram. Dan fps nya pun turun dari 60 fps jadi 30 fps itu di posting story, reels maupun feed tetap sama saja turun resolusinya baik foto ataupun video",1,2023-09-19 17:06:31
"Kecewa bgt, kenapa gak kayak dulu setiap mau up foto ketik musik lagu yg kita inginkan selalu muncul, kalo sekarang gda, di ketik hasil tidak di temukan, enakan ig yg dulu, mohon di perbaiki",1,2023-09-19 15:15:38
"Tolong dibantu kak, sebelum update saya bisa pakai konten terjadwal tapi setelah update saya jadi gagal terus kalau pakai konten terjadwal, saya sudah coba untuk post sekarang padan konten gagal posting di kontem terjadwal tapi tetap tidak bisa Dan lagunya kebanyakan tidak ada setelah di post🙏",3,2023-09-19 13:25:56
"Banyak bugnya pas cari lagu distory gak lengkap di akun aktif padahal di akun satunya ada, trus pake filter juga gak bisa, banyak yg gak lengkap semoga cepet diperbaiki, menganggu bgt plisss dan bikin badmood",1,2023-09-19 13:06:18
"Sebenarnya aplikasinya bagus. Tapi, alasan aku kasih bintang satu adalah; foto yang saya upload tidak muncul dihalaman hastag. Ini membuat ku sedih sekaligus kesal. Padahal gambar yang aku upload adalah gambar untuk contest DTIYS. Dan deadlinenya hari ini... tapi apa? Gambarku gak muncul sama sekali dihalam hastag. Terlebih lagi, aku tidak pernah melakukan sesuatu yang dilanggar atau semacamnya dan hal ini pernah terjadi tidak sekali, dari bulan mei fotoku tak pernah muncul dihalan hastag.😓🥲😭",1,2023-09-18 20:32:24
"tidak bisa mencari dan mengisi musik saat post story, musik selalu tidak ditemukan tolong segera diperbaiki.",1,2023-09-18 20:12:19
"Sering ngebug waktu post feed layar jadi putih semua, sama kalau mau update story yg bisa diup cuman video aja mau up foto dari galeri gabisa, blur mulu blur kayak gaada data jadi gabisa cek fotonya dah bener atau engga",3,2023-09-18 15:20:04
"Bagus banget sih apk nya, cuma syang kl tiap mau ganti pp sorotan lama banget loadingnya mana kadang harus banyak2 ngulangin lagi, tolong diperbaiki yaa ini bug nya masih banyak banget, dan kalo bisa di android font buat story nya diperbanyak yaa, saya juga kadang kesal dan akun sya juga kaget banget tiba2 ada kecurigaan tolong banget ya fix semuanya biar gak gini lagi saya gak nyaman banget",3,2023-09-18 14:48:31
"betul kenapa sekarang ga bisa pake fiktur lagu yang di sukai, terus ada tulisan tidak ada hasil yang di temukan padahal sebelum nya ada lagu seperti gunslinger, danger line tapi sekarang malah ga ada tolong di perbaiki fiktur lagunya",1,2023-09-18 12:51:54
"Akun aq padahal akun pribadi maksudnya bukan bisnis/kreator tapi kenapa ya,kalau buat story' tidak bisa pakai music.. bisa,tapi yang diberanda itu cuman lagu barat aja dan itu sama sekali bukan lagu yang trending.. Klw aq search pasti muncul tulisan ""tidak ada hasil yang ditemukan"". Apa ini?? Kenapa Instagram sekarang aneh begini?",2,2023-09-18 11:29:40
"Tidak bisa memakai fitur musik dan ketika melihat instastory dan memakai musik selalu muncul tulisan ( Lagu ini tidak tersedia) , Mungkin bisa di benarkan oleh pihak Instagram.",1,2023-09-18 09:07:47
"Tidak bisa mencari lagu, hanya lagu yang di sediakan dari aplikasi. Sementara mau cari lagu lain hasil tidak di temukan. Semoga cepat di perbaiki!!",2,2023-09-18 07:59:08
"Instagram yang terhormat, selama ini saya menggunakan Instagram tidak ada keluhan apapun itu, tapi sekarang kenapa banyak banget kesalahan? Terutama di Instagram saya, kenapa tidak ada banyak lagu di Ig saya. Hanya lagi yang tidak jelas dan bukan karakter saya, lalu kenapa semua lagu hilang, dan setiap saya membuka Ig orng lain bahkan di Ig saya sendiri yang menambahkan musik di dalamnya selalu ada kalimat "" lagu tidak tersedia"" ANEH BANGET!!!!!! TOLONG KEMBALIKAN IG SAYA SEPERTI SEBELUMNYA!!!!",5,2023-09-18 07:02:01
"Tolong instagran,perbaiki masalah bug di aplikasi instagram saya tidak tau kenapa saya ingin membuat instastory dengan menggunakan fitur lagu selalu kenapa muncul tulisan ""lagu ini tidak tersedia"".padahal sebelum sebelumnya selalu ada dan fitur lagu nya selalu bisa di pakai tolong segera di perbaiki karna sangat mengurangi kenyamanan saat menggunakan . Terimakasih 🙏",2,2023-09-18 06:59:50
Kenapa klo kita nyimpen reels waktunya gk bisa panjang ya terus sama lagu²yg untuk buat cerita jga gk bisa..... tolong ya perbaiki bug nya soalnya banyak orang yg gk bisa meng akses lagunya,1,2023-09-18 06:15:05
"Sudah beberapa hari tidak bisa pakai fitur yg ada di IG, baik stiker, gif, lokasi, dll munculnya musik tp musik terbatas. Sudah coba instal ulang beberapa kali masih sama.",1,2023-09-18 06:04:20
Agak pilih kasih dalam memberikan boost ke akunku [@diananop] supaya terjangkau banyak orang 🥲 susah banget tembus 10k views. Tolong ditingkatkan lagi dalam menyamaratakan memboosting akun agar nyaman dan tidak muncul rasa kecewa. Dan di Instagramku kok tidak ada fitur konten terjadwal ya? Tolong direspon min!,1,2023-09-18 05:11:32
"Untuk aplikasinya sudah bagus,tapi kenapa saat buat story dengan musik yang keluar lagu"" luar yang lokal indo tidak ada ,tolong di perbaiki",3,2023-09-17 23:32:49
"mau upload foto pake musik malah gabisa, pas coba di akun 1 lagi bisa hadeh. padahal jg sebelumnya bisa upload pake musik, tp knp skrg jadi gabisaaa. ANEH BGT INI EMG GAJELASSS",1,2023-09-17 22:50:06
"Bgus sih, cmn knp ya ada satu akun sy yng kalau ada postingan yang pakai lagu ada tulisan ""audio ini tidak tersedia"" tapi kalau saya lihat dari akun yang lain ada. Tolong di perbaiki ya INSTRAGRAM",3,2023-09-17 22:09:14
Kenapa pilihan musik di Instagram tdk sprti biasanya.. skrg yg tersedia hanya sedikit. Dan saat ketik musik atau lagu pilihan tdk ditemukan. Aneh sekali. Ada apa Instagram?,4,2023-09-17 22:01:35
"Semenjak d update, fitur musik utk buat story jelek2. Musik yg d search semuanya tidak tersedia. IG ny lebih bagus dan lebih nyaman pada saat sebelum d update. Tolong d perbaiki yp",1,2023-09-17 20:11:53
"Saya terpaksa kasih bintang 1 karena 6 sebab. 1. Yang pertama sering force close 2. Saya kena early warning padahal saya ngga melakukan apa"" 3. Upload video malah jadi ijo"" ngeglitch gitu 4. Saya taruh link youtube di profil, linknya ngga bisa dibuka 5. Saya komen di akun teman ngga kelihatan 6. Saya DM teman tulisannya ""tidak dapat mengirim. Coba lagi"" Padahal, sinyal saya bagus, dan tidak bertabrakan dengan aplikasi lain. Jika kalian memperbaiki ini, saya akan mengubah rating saya",1,2023-09-17 20:11:24
"tolong dong Instagram kok kalo masukin video yg awal cahaya vdeo nya bagus brp menit atau jam kemudian jadi berubah warna cahayanya ,tolong yaaa di perbaiki lagi.",3,2023-09-17 19:51:45
"masa arsipan ga ada? trus juga ga bisa buat sorotan, mana semua postingan feed orang yang pake lagu di gua gada lagu nya, makin jelek aja kualitas Instagram ini, nanti di naikin rate nya kalo Instagram ku sudah bagus 😒😒😒",1,2023-09-17 19:48:48
"Min saya ksih bintang 4,dikarenakan lagu² fitur musik di IG lagu hindi dan lagu luar semua, tidak bisa mencari lagu yang diinginkan, tolong perbaiki hal seperti ini karena sudah pindah ke kreator maupun pribadi atau bisnis, tetap tidak berjalan bagus, tolong mimin dari instagram! 🙏",4,2023-09-17 19:17:11
"Tolong perbaiki lagi lagu nya, kemaren bikin story pake lagu yg di inginkan masih bisa, knpa skrng gabisaa, bikin males update story nih, tolong diperbaiki lagi dongg.",1,2023-09-17 18:04:49
"ngeselinnnn! kenapa si lagu yg buat ngepost story hilang semua? kaya gini gimana solusinya? udah aku reset ig nya, hapus data, log in ulang tetep kaya gitu, dan anehnya cuma di 1 akun (akun utama) padahal akun second dan third ga kaya gitu. mohon cepetan dibenerin deh.",1,2023-09-17 17:20:47
"Ini kenapa yah mau buat story yg ada musik nya tp pas cari lagu yg aku mau ga ada trs kadang liat story orang yg ada lagu ga muncul suara trs ada tulisan "" lagu ini tidak tersedia "" tolong dibenerin dong soalnya udh di update tapi sama aja 😭",2,2023-09-17 16:32:20
"kenapa musik instagram hilang? musik yang muncul bukan musik yang biasanya, saya mau pilih musik gabisa karena hilang semua. tolong ya diperbaiki.",1,2023-09-17 16:14:28
tidak bisa menambah menggunakan musik ketika menggunakan beberapa foto untuk di unggah feed serta bug harap segera diperbaiki,3,2023-09-17 15:33:08
Kenapa setiap ada pesan yang masuk ke kotak pesan selalu pending ya masuk nya ? Terkadang pesan yg masuk sudah terkirim 5 menit lalu tapi pemberitahuannya / Notifikasi masuk nya telat. Tolong di Perbaiki.,2,2023-09-17 14:20:38
"Udh diupdate malah gabisa bikin igs pake lagu, trs kl liat story orang yg pake lagu ga bisa keputer tuh lagu ada tulisan 'lagu ini tidak tersedia'. Tolong perbaiki",2,2023-09-17 11:45:17
"Instagram knpa ya saya mw update di story tpi lagu2 nya skrg terbatas & tidak ada lagu2 Indonesia, setiap mw searching lagi pasti tidak tersedia. Tolong dong knpa bisa begitu.",2,2023-09-17 11:27:13
"tolong diperbaiki bug nya karna ktika sy ingin mengakses lagu di Instastory tidak bisa melainkan muncul tulisan ""lagu tidak dapat ditemukan"" lagu² bru sprti milik girlgroup Korea NewJeans, BP, bahkan BTS pun tidak bisa jadi tolong diperbaiki sy tidak nyaman🙏",1,2023-09-17 11:13:27
"Instagram kenapa ya sekarang kalau saya membuat video/foto dengan memakai fitur musik selalu tulisannya ""lagu ini tidak tersedia"" Tolong perbaiki di Instagram saya. Karena sangat merasa tidak nyaman. Terimakasih",3,2023-09-17 09:24:08
Aplikasinya sudah bagus..akan tetapi kenapa logo vidio reels nya gak muncul..dan audio bnyak yg tidak tersedia.. Mohon untuk segera di perbaiki..trimakasih,2,2023-09-17 09:01:31
Semenjak update versi yg lebih baru malah gak bisa cari musik. Aneh. Begitu juga kalo denger story temen temen yg pakai musik malah ada tulisan musik tidak tersedia dan gak ada suaranya. Di update gak malah naik level malah turun level. Kembalikan aja instagram ke level yang sebelumnya.,1,2023-09-17 05:35:13
"Instagram kenapa fitur² barunya skrg gabisa dipake ke semua akun, fitur music juga kadang error jadi kalau mau buat sg gabisa pake music. tolong ya diperbaiki lagi, keseringan update kok malah makin buruk kualitasnya",2,2023-09-16 22:36:44
"kecewa karena musiknya jadi pada gada, ketika search judul lagu/penyanyinya buat bikin story/catatan malah ga muncul! Tolong perbaiki ya, padahal hari kemarin masih baik-baik aja waktu search lagu yang dipengen buat story, tapi sekarang malah gak ada.",1,2023-09-16 21:44:15
"Untuk aplikasi sudah bagus, tapi selalu lag/ngebug dan nggak bisa download foto, padahal dulu bisa, musik selalu berubah² dan nggak bisa cari lagu yg lain",3,2023-09-16 20:56:12
"Entah bug atau apa, di bagian musik nggak bisa pilih lagi Indonesia,dan waktu lihat story orang lain juga sama, nggak bisa di putar musiknya",1,2023-09-16 19:42:45
Kebanyakan update tapi entah apa yang di-update. Benerin lah fitur komen pakai gif. Berulang kali dicoba tetep gak bisa walau udah di-update. Udah algoritma ancur²ran fitur gak bisa digunain. Bangke!,3,2023-09-16 19:38:23
"untuk aplikasi nya sudah bagus, tapi kenapa selesai saya update, saya buat story video saya tag teman"" saya tapi kenapa dia tidak bisa nge repost? harapan saya cuman untuk kedepan nya lebih baik dan ada perbaika aplikasi nya.",3,2023-09-16 19:14:48
"Instagram sekarang kenapa tidak bisa menambahkan lagu di saat ingin memposting foto lebih dari satu,sedangkan saat posting hanya 1 foto bisa menambah lagu? Tolong dibuat seperti dulu yang bisa menambah lagu saat memposting lebih dari 1 foto",3,2023-09-16 18:47:40
"Kenapa sekarang musik untuk story gak bisa di search? Lagu artis lain gak muncul, pas klik GIF malah muncul lagu. Aneh. Udh logout, udh uninstal juga tapi gak ada perubahan. Ini yang error hp gw atau IG nya yg lagi down",2,2023-09-16 15:09:46
Gk jelas banget instagram tiba-tiba gk bisa search lagu favorit untuk di masukkan kedalam foto. Gk ada lagu yang di kenal selain lagu barat. Tolong di perbaiki lagi fiturnya,1,2023-09-16 14:52:56
"Aku gak tau apa hanya di andro ku aja atau yg lain juga mengalami ... Tidak bisa memberikan lagu di IGS ,, ini mengganggu lho .. lagu yang mau kupakai untuk upload gk bisa di search sama sekali Tolong dong solusi nya gimana",1,2023-09-16 12:47:01
"Aplikasi buruk, masa pas mau ngepost foto pake musik di akun saya musiknya ada tapi di beranda org lain musiknya ga ada tolong lah yg ini diperbaiki lagi kan saya jadi emosi susah di pots berulang kali tetep aja hasilnya nihil",1,2023-09-16 12:01:25
"Saat mau lihat story tidak ada musiknya dan muncul tulisan ""lagu ini tidak tersedia"". Terus saya coba update aplikasinya, masih tetap tidak ada musiknya kalau melihat story. Kemudian kalau saya mau buat story mau cari lagu yang saya inginkan juga tidak muncul. Ada yang tahu kenapa?",1,2023-09-15 20:08:23
"Tolong Instagram, perbaiki bug di apk Instagram saya. Gatau kenapa saya jadi tidak bisa mengakses lagu2 di fitur Instastory-nya. Yang muncul selalu tulisan ""lagu ini tidak tersedia"". Tolong segera perbaiki, karena sangat mengurangi kenyamanan.",1,2023-09-15 18:29:04
"Tolong saya tidak bisa mengakses berbagai musik, pilihan musik sedikit dan juga jika di stories instagram selalu muncul notifikasi, ""lagu ini telah tidak tersedia"", mohon segera diperbaiki",1,2023-09-15 17:56:55
di update malah nambah rusak. Masalahnya pas mau nyari musik sesuai judulnya di pencarian malah tidak di temukan Terus ketika mau nonton reel yg di pilih malah gak keputar di kira kouta nya abis ternyata apknya yg rada gila,1,2023-09-15 17:21:02
"Video reell patah patah sekarang , di cek jaringan normal . Suka berhenti ditengah vidoe nunggu beberapa detik jalan lagi terus berhenti lagi banyak bug nya.",1,2023-09-15 00:15:01
"Aplikasi lumayan bagus. Tampilan menarik dengan fitur"" yg memadai. Tapi untuk feed gak enaknya tidak selalu sesuai timeline, jadi kadang uploadan kapan baru lewat di timeline",4,2023-09-14 19:00:03
"Tolong diperbaki lagi, karena algoritma sangat jelek bagi para artist baru yang memulai aplikasi ini. Dulu algoritmanya bagus tolong kembalikan yang seperti dulu",3,2023-09-14 18:43:07
"Untuk Aplikasinya bagus, tapi kenapa ketika selesai saya update setiap membuat story foto selalu lemot dan kadang menghilang sedangkan membuat story video aman"" saja. Pliss semoga aplikasi Instagram kedepannya lebih bagus lagi dan ada perbaikan. Terimakasih🙏🏻",4,2023-09-14 17:14:59
"Penggunaan baterai operasi latar belakang sangat boros, padahal buka beberapa menit tapi penggunaan baterai nya selalu paling atas.",1,2023-09-14 05:15:09
"Setiap buka akun selalu ada notif obrolan yang belum di baca tapi setiap di cek setelah ganti akun tetap aja tuh notifnya, padahal semua DM udah di cek satu-satu. Gak nyaman karena jadi kepikiran DM siapa yang belum kebuka padahal sudah cek pake filternya malahan",1,2023-09-14 04:05:23
"Semenjak update ke versi baru pas mau upload postingan pake musik tiba"" gk bisa searching eror gk muncul musik yg diinginkan padahal di akun lain pada bisa, di update kok malah tambah turun kualitasnya, kecewa berat asli kalau bisa tolong balikin instagram yg dulu dong",1,2023-09-13 23:39:28
"Kenapa akun Instagram saya tidak seperti akun"" Instagram teman saya yang bisa repost ig story full screen dengan sekali klik, padahal saya sudah update Instagram berkali kali. Tolong developer diperbaiki lagi ya",3,2023-09-13 15:11:21
"Aplikasi the best dari dulu pake nya aman, saran untuk developer fitur broadcast channel di sama ratakan untuk ada di semua account,fitur musik di catatan pesan juga dan fitur privasi pengikut hanya bisa dilihat diri sendiri. Semoga di respon thanks",5,2023-09-13 13:28:55
